step,Blue,Pink,Red,Orange,MeanIncome,MoransI_Orange,MoransI_Red,MoransI_Red_within_high,MoransI_Red_within_median,MoransI_Red_within_low,gamma,seed
16,295,757,748,0,1150041.1282642684,0.0,0.09423067331679207,-0.012848202615607296,-0.03401468830673819,0.017724049727302786,0.3,0
17,304,761,735,0,1229688.1676304033,0.0,0.08915412489579821,-0.012848202615607296,-0.03502505922307259,0.01871158433598675,0.3,0
18,366,716,718,0,1306440.196510803,0.0,0.08447206543578414,-0.020662916762779416,-0.03147400110819143,0.009995091271352667,0.3,0
19,437,666,697,0,1391227.214942609,0.0,0.08385225845142945,-0.010836376414498718,-0.02805385987582189,0.005716428797158983,0.3,0
20,482,634,684,0,1490706.2928098638,0.0,0.08124172720240547,-0.010836376414498718,-0.024491410165429797,0.002383237243182661,0.3,0
21,515,619,666,0,1591458.5706914929,0.0,0.06830313428645277,-0.005693183566702743,-0.02890555444845756,-0.021499551505666063,0.3,0
22,549,599,652,0,1701799.8942455512,0.0,0.06342913463184852,-0.005693183566702743,-0.029946839725118364,-0.02115215125291751,0.3,0
23,574,582,644,0,1827706.021555311,0.0,0.06237034513091514,-0.005693183566702743,-0.03285414631192515,-0.012529241986935929,0.3,0
24,613,564,623,0,1968119.886654042,0.0,0.06378326124873884,-0.0003681885125184045,-0.029570370077723836,-0.00585032551755001,0.3,0
25,651,539,610,0,2135936.476383721,0.0,0.05345909590769991,-0.0003681885125184045,-0.03412962690506689,-0.01940324747722788,0.3,0
26,680,529,591,0,2326848.9610404223,0.0,0.048461070372249115,0.005164614609089371,-0.03646577531345971,-0.017009363622647492,0.3,0
27,719,511,570,0,2513958.3528938442,0.0,0.046443353269975896,0.010020906928123878,-0.03312113350429191,-0.025424795468849178,0.3,0
28,722,522,556,0,2740902.812912631,0.0,0.04371199613327676,0.010020906928123878,-0.039901892753004466,-0.01704942412281748,0.3,0
29,740,517,543,0,2971019.0504403417,0.0,0.03968901246081173,0.015157636816244047,-0.04285322260882613,-0.01859877302646404,0.3,0
30,777,502,521,0,3237518.142151716,0.0,0.04246488998748332,0.011085775932711477,-0.03602755491212925,-0.01350833691381472,0.3,0
31,804,487,509,0,3522370.4709365056,0.0,0.03734951446018814,0.011085775932711477,-0.039644963495624234,-0.014335363841972681,0.3,0
32,825,487,488,0,3829212.2437147987,0.0,0.035436241902975125,0.016458672454330813,-0.051637106150171676,0.010399400776903704,0.3,0
33,845,478,477,0,4174469.693161598,0.0,0.03006548974730946,0.016458672454330813,-0.05171835395250104,0.0033828456367435943,0.3,0
34,854,478,468,0,4540698.003649592,0.0,0.027231464451190377,0.016458672454330813,-0.052772612418138486,0.002413531311275444,0.3,0
35,876,473,451,0,4992460.367708632,0.0,0.024299091947086845,0.016458672454330813,-0.05545336988816964,0.010245092545496557,0.3,0
36,893,476,431,0,5507719.632206602,0.0,0.0237657565929178,0.012796691440902085,-0.05005545941404138,0.0036104274810855965,0.3,0
37,906,480,414,0,5990123.252660582,0.0,0.02580690902000696,0.012796691440902085,-0.039940653695127164,0.002675242898011875,0.3,0
38,924,471,405,0,6485581.51511351,0.0,0.030012467883140118,0.010176727221204294,-0.034743020280791355,0.0011966282616061729,0.3,0
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.3,1
1,247,1553,0,0,254739.20282067472,0.0,0.0,0.0,0.0,0.0,0.3,1
2,186,1478,136,0,314738.77286421333,0.0,0.03644707553948358,-0.004639712148470634,0.021934611369459994,0.019702303748994794,0.3,1
3,147,1369,284,0,378347.42473238334,0.0,0.039395252083613,0.028571428571427658,0.009270039386076135,0.006748563069280963,0.3,1
4,131,1278,391,0,439056.6668200031,0.0,0.03957276879667272,-0.02944228538873142,0.012088405458654151,-0.00868003591738951,0.3,1
5,126,1194,480,0,500138.32543231157,0.0,0.05620211389441295,-0.012063808574277022,0.01658824628673946,-0.0010418855754090075,0.3,1
6,106,1149,545,0,554921.8208412358,0.0,0.06382721154398824,-0.013581626427644638,0.027939213365708294,-0.026630779818515533,0.3,1
7,105,1080,615,0,611046.672609576,0.0,0.10160694956575528,-0.013581626427644638,0.037548525618436863,0.016744608338759005,0.3,1
8,126,1001,673,0,666099.8857341234,0.0,0.09415852418246817,-0.013581626427644638,0.007830568471423022,-0.005753030863858664,0.3,1
9,150,948,702,0,718255.42076007,0.0,0.1059508585941472,-0.02027845036319726,0.010709138750127654,0.0015331412778828676,0.3,1
10,158,904,738,0,775398.0532357888,0.0,0.11654714955506568,-0.016297514372119952,0.0030025745158074675,0.008734100524814808,0.3,1
11,159,873,768,0,838029.3007093782,0.0,0.12630820926881509,-0.016297514372119952,0.005204560456779776,0.004216434604590795,0.3,1
12,169,849,782,0,901924.424781737,0.0,0.13688129640996582,-0.016297514372119952,0.005152196490022312,0.019834101532591217,0.3,1
13,202,827,771,0,958764.7453249908,0.0,0.13440655744373883,-0.009418221934518703,-0.005532529589184037,0.028399387291583252,0.3,1
14,227,813,760,0,1018319.5684216453,0.0,0.12615742014690318,-0.009418221934518703,-0.015378089792809727,0.02446938778495841,0.3,1
15,240,803,757,0,1082202.4519079055,0.0,0.13200339469160804,-0.0023355975058390105,-0.009745916899790074,0.02583385943422626,0.3,1
16,256,802,742,0,1149403.5305136507,0.0,0.1271646152477035,0.004985044865403953,-0.010108456948510725,0.02784827918612939,0.3,1
17,294,772,734,0,1225854.8281599055,0.0,0.12988684285797922,-0.004366126808646358,-0.0040551369579990846,0.027225733227712098,0.3,1
18,347,743,710,0,1303530.7075775233,0.0,0.12501564567526116,-0.004366126808646358,-0.004869499972143368,0.03654636965763361,0.3,1
19,407,712,681,0,1391209.0819200454,0.0,0.11939655130815997,0.002676181980374436,-0.00597742838530214,0.03808751909132231,0.3,1
20,462,682,656,0,1480913.479321008,0.0,0.11498893971109339,0.007339497542358032,-0.004669260700389195,0.03743405976530665,0.3,1
21,502,666,632,0,1582324.6235934685,0.0,0.10869168788232482,0.010593220338983104,-0.011351756973089587,0.04432699688577136,0.3,1
22,538,643,619,0,1702388.7375944853,0.0,0.09643949062389304,0.010593220338983104,-0.021838294949617976,0.032904870521936865,0.3,1
23,575,617,608,0,1839659.5583545717,0.0,0.09614816890721109,0.010593220338983104,-0.024379649485385162,0.04390807760232438,0.3,1
24,608,599,593,0,1990555.9342580654,0.0,0.08916748575380594,0.010593220338983104,-0.031949635140090124,0.047411576553741314,0.3,1
25,642,579,579,0,2160826.170648426,0.0,0.0916878776368401,0.016064848931467153,-0.02765624709102183,0.05420557926852239,0.3,1
26,675,560,565,0,2349632.870327268,0.0,0.0855023904745367,0.016064848931467153,-0.03005893572766781,0.05125168762659297,0.3,1
27,715,545,540,0,2535670.535820417,0.0,0.08268031344954445,0.016064848931467153,-0.027167670027762793,0.05740562939006585,0.3,1
28,735,535,530,0,2752611.7408758528,0.0,0.08170784901867603,0.016064848931467153,-0.027355563107437263,0.06147627079476159,0.3,1
29,762,530,508,0,2979293.293461113,0.0,0.06915219784239268,0.016064848931467153,-0.03361514839398547,0.05306410368742217,0.3,1
30,792,521,487,0,3236035.681162193,0.0,0.05800839306337335,0.016064848931467153,-0.044151629652344246,0.0475823880994575,0.3,1
31,815,512,473,0,3563819.1795558054,0.0,0.05942770243997613,0.016064848931467153,-0.037707483765042,0.05120076939234112,0.3,1
32,834,505,461,0,3911747.618782498,0.0,0.05597353783468458,0.016064848931467153,-0.03225178178588784,0.04594776340146935,0.3,1
33,857,497,446,0,4252152.721037233,0.0,0.051130115856261496,0.016064848931467153,-0.04009235103377071,0.052251250694831046,0.3,1
34,879,487,434,0,4635490.329569989,0.0,0.04899299846420723,0.016064848931467153,-0.042958205822734005,0.05649300709569947,0.3,1
35,890,485,425,0,5053780.769569426,0.0,0.049171691705638294,0.0002799199428966423,-0.04170705218652236,0.060792834157286764,0.3,1
36,914,475,411,0,5492366.034264217,0.0,0.05251933707565838,0.0002799199428966423,-0.030263726761781237,0.054908608366292945,0.3,1
37,919,479,402,0,6023425.992187947,0.0,0.052641359525569524,0.0002799199428966423,-0.027740398763515917,0.05960200839344467,0.3,1
38,926,481,393,0,6625691.271957951,0.0,0.04995999159941488,0.0002799199428966423,-0.023326393155391638,0.04979478626521742,0.3,1
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.3,2
1,227,1573,0,0,257540.57620928827,0.0,0.0,0.0,0.0,0.0,0.3,2
2,181,1463,156,0,326174.69792226586,0.0,0.008653917771487342,-0.009680729678719295,-0.01771961845293933,-0.003413107164746894,0.3,2
3,159,1361,280,0,382093.10494826356,0.0,0.0020906858984155946,-0.016852438322793963,-0.022456776117728817,-0.033181611349469266,0.3,2
4,130,1277,393,0,445872.2907357555,0.0,0.02930615433725456,0.00684481651223203,-0.018135990732198126,-0.0004386991982767637,0.3,2
5,114,1207,479,0,500993.2342455271,0.0,0.041420924886432765,0.005802316976199178,-0.028943554153152043,0.011642423439953045,0.3,2
6,116,1148,536,0,554377.0855373009,0.0,0.056011161135988134,0.005802316976199249,-0.015355183406550472,0.004013863848345978,0.3,2
7,103,1091,606,0,608940.1112443919,0.0,0.08766928956767894,0.01090297443161321,-0.0006929033409334033,0.012808557323093779,0.3,2
8,118,1025,657,0,663879.5090494388,0.0,0.09477738350220881,0.008647922362058498,-0.0014192932312135339,-0.01564564937058408,0.3,2
9,136,968,696,0,717274.003365762,0.0,0.1112069921672084,0.008647922362058498,0.00016284584213947998,0.012172334171149927,0.3,2
10,131,919,750,0,780905.2739720454,0.0,0.12418002915451361,0.0027628472396646507,-0.0076418289448257955,0.01786424730443874,0.3,2
11,142,879,779,0,843008.2218753588,0.0,0.14090855545119382,0.009549475286971669,-0.002797294279764391,0.02554724528189225,0.3,2
12,154,846,800,0,912736.965057004,0.0,0.14501753826526595,-0.01838284866735684,-0.00793597291187215,0.012411618787838776,0.3,2
13,199,817,784,0,970574.3137034047,0.0,0.14955312306309318,-0.01286170195783599,0.004578008242999812,0.014190223960803414,0.3,2
14,236,781,783,0,1032511.7741077485,0.0,0.1459741052356897,-0.019281765472606426,0.0028000025541641024,0.01620249415435475,0.3,2
15,271,758,771,0,1098941.142684717,0.0,0.1473449489153099,-0.01286170195783599,0.00032310177705977385,0.024944301259109493,0.3,2
16,288,752,760,0,1170503.463331586,0.0,0.14286133861446568,-0.01286170195783599,0.004532560612501545,0.0178006927158586,0.3,2
17,294,754,752,0,1250416.972144357,0.0,0.14006719734552392,-0.05171877217398875,0.002753282249894736,0.027561928534974522,0.3,2
18,338,729,733,0,1332319.617144166,0.0,0.13119321213574,-0.05171877217398875,-0.007850812792434932,0.032524112457125234,0.3,2
19,391,692,717,0,1424027.530667894,0.0,0.11837618454697205,-0.05171877217398875,-0.01130856219709216,0.018198477331773794,0.3,2
20,443,667,690,0,1522687.2245773945,0.0,0.10546715748581131,-0.05171877217398875,-0.017269789983845103,0.012631873110032357,0.3,2
21,482,648,670,0,1633266.4447059245,0.0,0.09714557629944415,-0.05171877217398875,-0.021230452940147644,0.008986637318748424,0.3,2
22,516,627,657,0,1758624.441932667,0.0,0.09239723826107657,-0.05171877217398875,-0.020230334167263914,0.0014817475532777778,0.3,2
23,554,607,639,0,1898915.9477752876,0.0,0.08899173000350503,-0.05171877217398875,-0.024993748718979292,0.007316819884072379,0.3,2
24,584,593,623,0,2044014.1681562392,0.0,0.08358255268487606,-0.04474065273084935,-0.03241058599824276,0.0030173562253631653,0.3,2
25,612,575,613,0,2208632.2619998343,0.0,0.08409563090385419,-0.040393320268728494,-0.03258386961608001,0.00507055440099702,0.3,2
26,630,570,600,0,2404067.006954112,0.0,0.08147321428571633,-0.040393320268728494,-0.03330032831309669,0.011160256953985585,0.3,2
27,663,559,578,0,2611142.4544213815,0.0,0.08573220132378337,-0.040393320268728494,-0.019812096174444026,0.014457205799813539,0.3,2
28,686,552,562,0,2832408.9545538863,0.0,0.08552773705793768,-0.038728936818453345,-0.01775897234922167,0.016388883420714425,0.3,2
29,726,530,544,0,3069168.754631437,0.0,0.08120502380890583,-0.033540445831738874,-0.019550249237599703,0.013577673974856375,0.3,2
30,765,503,532,0,3343878.5354580595,0.0,0.08143610480761768,-0.033540445831738874,-0.018185272274789298,0.019633259979361724,0.3,2
31,800,489,511,0,3630843.1359893945,0.0,0.07732005952796311,-0.033540445831738874,-0.012478198925343947,0.014656638950414644,0.3,2
32,825,477,498,0,3977773.462244668,0.0,0.07950877383319822,-0.029262575273014558,-0.006610585075514326,0.015520985781382406,0.3,2
33,844,471,485,0,4304222.931476128,0.0,0.07698514806334307,-0.025887519824327316,-0.006104982560843377,0.008527709690940978,0.3,2
34,860,469,471,0,4701345.190150929,0.0,0.07135539799162753,-0.025887519824327316,-0.005506710575369744,0.0027464993490407736,0.3,2
35,882,460,458,0,5094896.877157956,0.0,0.06855460809656244,-0.025887519824327316,-0.009966447123151105,0.006674418055310482,0.3,2
36,899,452,449,0,5542250.719190077,0.0,0.06196003732891469,-0.025887519824327316,-0.0158264135292926,0.00011233875223501323,0.3,2
37,914,449,437,0,6081700.944538819,0.0,0.060988841057207276,-0.02253169546081499,-0.016596491934169035,-0.0035726445608790817,0.3,2
38,929,450,421,0,6607027.351697159,0.0,0.057272209514764874,-0.02253169546081499,-0.023970545530405597,0.01036620932918098,0.3,2
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.3,3
1,247,1553,0,0,254657.66136353847,0.0,0.0,0.0,0.0,0.0,0.3,3
2,183,1488,129,0,311021.77013257524,0.0,-0.001390198769056885,-0.01163118965614619,-0.00724608670286297,-0.030149346672497565,0.3,3
3,159,1385,256,0,367332.2162810442,0.0,0.007608554181027032,-0.012942499450182306,-0.0015383689022504298,-0.032083186108726056,0.3,3
4,140,1289,371,0,429231.2814245009,0.0,0.025720450335957462,-0.02394179645485875,0.01290198637712975,-0.028414060669045508,0.3,3
5,121,1210,469,0,487750.4157937796,0.0,0.03620829008480545,-0.02528996099257025,-0.003959268615559738,-0.015329402137936984,0.3,3
6,103,1150,547,0,545444.8137809897,0.0,0.07093971206418624,-0.02528996099257025,0.011355484283338681,0.012383689885958723,0.3,3
7,103,1089,608,0,600571.3981177049,0.0,0.08147956915830142,-0.02425038103429922,0.015149106615083037,-0.010225493839701163,0.3,3
8,118,1010,672,0,654067.9162372523,0.0,0.11035870624337407,-0.022792534099067875,0.033430119788954465,-0.021480808839904775,0.3,3
9,126,956,718,0,710354.7637225848,0.0,0.13345682798616054,-0.022792534099067875,0.042273866685714055,-0.010963257960136894,0.3,3
10,132,930,738,0,762397.2324685002,0.0,0.1360290312010227,-0.017990222042997956,0.03938324354448914,-0.021221731806246598,0.3,3
11,146,890,764,0,820123.1210446701,0.0,0.15114429112778344,-0.017990222042997956,0.041205661271596895,-0.0003985943023643448,0.3,3
12,157,855,788,0,884210.126560019,0.0,0.16085323577784344,-0.02581763037889805,0.0500077369923975,-0.01864820411120641,0.3,3
13,199,818,783,0,941060.3860846449,0.0,0.15737137853007546,-0.02581763037889805,0.04277564456986537,-0.010264138970413101,0.3,3
14,235,797,768,0,1002171.8225744831,0.0,0.1589483420495888,-0.03563328653380791,0.04565435836284338,0.0063414261062361785,0.3,3
15,263,783,754,0,1063698.4065464807,0.0,0.14593533182372423,-0.03563328653380791,0.04240226461708847,-0.00584655562484644,0.3,3
16,291,770,739,0,1133044.4777068656,0.0,0.1507832451532322,-0.05922574750585618,0.051914269142878534,0.001857362915381719,0.3,3
17,308,764,728,0,1208856.3401496704,0.0,0.1473041883489164,-0.05922574750585618,0.0499198866802867,0.007915487748615028,0.3,3
18,362,727,711,0,1286910.5433596822,0.0,0.14433102699879108,-0.05922574750585618,0.05470127408379649,0.00679102376613897,0.3,3
19,426,687,687,0,1371636.6741195219,0.0,0.1399058741026897,-0.05504197371697999,0.053104072511052064,0.007938058127568173,0.3,3
20,479,653,668,0,1462731.2262616253,0.0,0.13062461142940174,-0.05504197371697999,0.045310504007336855,0.008089311010618546,0.3,3
21,515,635,650,0,1567123.8236003802,0.0,0.12956425725306403,-0.05504197371697999,0.04804946234560594,0.019312446522512055,0.3,3
22,555,615,630,0,1687592.4356358817,0.0,0.1246998615419615,-0.05504197371697999,0.045433015861106964,0.02398469104465622,0.3,3
23,589,605,606,0,1818171.236944195,0.0,0.12037995653573261,-0.050777141521563283,0.038369379603983345,0.031637866729483495,0.3,3
24,617,589,594,0,1972468.2253014273,0.0,0.11635529760218687,-0.050777141521563283,0.0365659592835821,0.03826229941509593,0.3,3
25,647,579,574,0,2145427.409426574,0.0,0.1078660976781818,-0.050777141521563283,0.034051766669173915,0.0327037805683132,0.3,3
26,679,565,556,0,2338789.9901637123,0.0,0.10549293453436638,-0.04319284282684997,0.031239806724625827,0.03449825530609557,0.3,3
27,707,553,540,0,2556427.631765999,0.0,0.10678210678210764,-0.04319284282684997,0.03455759544435749,0.042261558942385626,0.3,3
28,718,552,530,0,2790570.807939223,0.0,0.10623772461771014,-0.04073682533706069,0.03345289301076224,0.04690505782308671,0.3,3
29,743,547,510,0,3052182.278165438,0.0,0.0977163091786357,-0.03916132386068146,0.028410356727832913,0.03841468218211538,0.3,3
30,761,540,499,0,3314576.90973212,0.0,0.08740051993845643,-0.03916132386068146,0.022577679593275272,0.02776953416684455,0.3,3
31,773,544,483,0,3621119.401084933,0.0,0.08210914620322761,-0.03916132386068146,0.012276083338479607,0.03676682870733467,0.3,3
32,796,527,477,0,3966009.799377137,0.0,0.08212620909456562,-0.03916132386068146,0.01384361160882888,0.03705613786867206,0.3,3
33,830,515,455,0,4335951.835193255,0.0,0.06564537008676055,-0.03916132386068146,0.01074880214743391,0.009803633346110023,0.3,3
34,857,502,441,0,4784900.030740202,0.0,0.06521140729176486,-0.03916132386068146,0.012371788081880653,0.01623987380266678,0.3,3
35,871,500,429,0,5242712.381563209,0.0,0.06276017492292181,-0.03586701415386371,0.012525550555431562,0.00969360456312112,0.3,3
36,881,503,416,0,5719845.9237233875,0.0,0.06086623294562594,-0.03586701415386371,0.009557977849172283,0.01226642079852431,0.3,3
37,904,497,399,0,6282849.100015119,0.0,0.05544950046602285,-0.03586701415386371,0.005132620867342624,0.012152180817833178,0.3,3
38,940,479,381,0,6930770.691302636,0.0,0.05820393236424734,-0.024383280036547238,0.011041094283173207,0.004199858897925541,0.3,3
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.3,4
1,251,1549,0,0,256130.91538773247,0.0,0.0,0.0,0.0,0.0,0.3,4
2,172,1481,147,0,321512.32725483296,0.0,0.02454492830651433,0.0947392655692423,-0.010517374539836484,0.023730230226412963,0.3,4
3,153,1388,259,0,375819.4387086035,0.0,0.01715577968854867,-0.004048214610682697,-0.002402347331743595,-0.017857142857144077,0.3,4
4,130,1328,342,0,434074.45894697215,0.0,0.03382827842683193,-0.022148569618677092,0.018037923378552707,-0.02399409376153562,0.3,4
5,107,1254,439,0,493705.46533673524,0.0,0.03628360340314483,-0.03726306148454831,-0.007538753417626946,-0.026760243319328636,0.3,4
6,102,1176,522,0,550496.6853629735,0.0,0.04506598050196967,-0.03908138597905127,-0.021931591732797948,-0.016870585578760026,0.3,4
7,93,1127,580,0,607519.005122533,0.0,0.06913237483920597,-0.03908138597905127,-0.009261984861227618,-0.008056478405315341,0.3,4
8,108,1063,629,0,662542.7875484173,0.0,0.08371532358438649,-0.041037158503321805,-0.020158378207160526,-0.008653491601483801,0.3,4
9,115,995,690,0,721863.6078980289,0.0,0.10005835982951782,-0.0372630614845482,-0.02720156353153536,-0.013358403201583793,0.3,4
10,126,947,727,0,781100.8482893476,0.0,0.12918234988984983,-0.0372630614845482,-0.008987464625044923,0.011933804786353442,0.3,4
11,145,905,750,0,841259.7743775954,0.0,0.1343779980812218,-0.0372630614845482,-0.01018626404650127,-0.001133511770044851,0.3,4
12,154,882,764,0,910381.0482077774,0.0,0.14147423119945207,-0.0372630614845482,-0.012075540616342294,-0.004151451398826828,0.3,4
13,180,862,758,0,977295.1970919977,0.0,0.13702027495661437,-0.041037158503321805,-0.008925834657302676,-0.01986411495146621,0.3,4
14,213,836,751,0,1040749.1809643601,0.0,0.13447537673565924,-0.041037158503321805,-0.012177653210559223,-0.022024520237496188,0.3,4
15,244,811,745,0,1111418.2503580234,0.0,0.1333565246572894,-0.041037158503321805,-0.01817778158618546,-0.026393503137687957,0.3,4
16,267,808,725,0,1188441.556991765,0.0,0.12929040570408146,-0.052114353782015364,-0.012606655875333425,-0.03277533159060324,0.3,4
17,288,793,719,0,1270004.6204177467,0.0,0.13627989450948122,-0.052114353782015364,0.001127002300262584,-0.02914095870906663,0.3,4
18,342,755,703,0,1357865.6648036567,0.0,0.13363464141441306,-0.052114353782015364,0.007889799545769356,-0.030297946983705793,0.3,4
19,384,733,683,0,1447413.4079200067,0.0,0.12771500010593692,-0.04950906643439523,0.00729610784355507,-0.025589816628027333,0.3,4
20,431,707,662,0,1542617.566757321,0.0,0.11810246060788973,-0.04950906643439523,-0.001427444442042247,-0.013783938595487308,0.3,4
21,476,681,643,0,1653952.7410001913,0.0,0.11210760617022304,-0.04514231573960866,-0.0013050364269880962,-0.017560512577124314,0.3,4
22,519,657,624,0,1778691.5942933417,0.0,0.10175013893774781,-0.04514231573960866,-0.00386404805192419,-0.021040974529346626,0.3,4
23,562,627,611,0,1929825.6053802816,0.0,0.10019015879375945,-0.04080066131317698,-0.007247126603287022,-0.02206457546336055,0.3,4
24,604,599,597,0,2084669.1705937777,0.0,0.09106998298365673,-0.04080066131317698,-0.009544733868920281,-0.03197268716711433,0.3,4
25,639,586,575,0,2255483.0983406743,0.0,0.09001231226213159,-0.04080066131317698,-0.005235414991512744,-0.02630684579168127,0.3,4
26,676,569,555,0,2431679.8512104093,0.0,0.0976987752911452,-0.037367036935273726,0.006822396736226793,-0.014229382008941492,0.3,4
27,702,557,541,0,2626155.9630076517,0.0,0.09313117745173899,-0.037367036935273726,0.008405577927444955,-0.02168722101500642,0.3,4
28,725,551,524,0,2830855.556476155,0.0,0.0850653514220914,-0.037367036935273726,0.01150317793293553,-0.028440959285512792,0.3,4
29,742,548,510,0,3064494.6208723537,0.0,0.08177004747059442,-0.037367036935273726,0.012401965058990156,-0.025736072686490818,0.3,4
30,762,544,494,0,3334361.4664905574,0.0,0.07557751007685311,-0.037367036935273726,0.016192578324800214,-0.03377531068174589,0.3,4
31,783,536,481,0,3661460.997656486,0.0,0.07064932723137522,-0.037367036935273726,0.01751303107936074,-0.03346073214627455,0.3,4
32,812,524,464,0,3995669.531764424,0.0,0.06425878765280206,-0.033072407045009564,0.013226373296385952,-0.03678929765886141,0.3,4
33,814,526,460,0,4353007.3211646555,0.0,0.0641620252071936,-0.033072407045009564,0.011622292076958715,-0.033303960082999684,0.3,4
34,839,520,441,0,4718813.708764063,0.0,0.06509695667997369,-0.033072407045009564,0.013096029698419788,-0.02005162307526127,0.3,4
35,860,514,426,0,5150108.795211036,0.0,0.06316950078941859,-0.033072407045009564,0.017576714464305837,-0.028239202657807178,0.3,4
36,880,508,412,0,5639482.5989244385,0.0,0.05659626656823057,-0.029680365296801875,0.016565106598504235,-0.039465190111702526,0.3,4
37,900,500,400,0,6124237.440709094,0.0,0.05463931655169005,-0.029680365296801875,0.018076359697974945,-0.03260646330413696,0.3,4
38,934,484,382,0,6672590.564886502,0.0,0.055448218085809665,-0.025431973848071603,0.021922045056259373,-0.02538686833362422,0.3,4
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.6,0
1,253,1547,0,0,254159.67312504858,0.0,0.0,0.0,0.0,0.0,0.6,0
2,190,1464,146,0,316302.7387692006,0.0,0.015262173841560141,-0.027354732895971408,-0.004004417483940206,0.020237346039736433,0.6,0
3,159,1365,276,0,373669.86014640296,0.0,0.025663856747876735,0.0013489932055293031,-0.004236981957553184,0.01210049430765,0.6,0
4,133,1300,367,0,432044.84499459446,0.0,0.03687068273857949,-0.0003418248659635322,0.011521170578283212,-0.004495169689063995,0.6,0
5,116,1229,455,0,490231.33683673554,0.0,0.0376384794413406,0.011114206990496459,-0.018764648576404322,0.015457022194519455,0.6,0
6,107,1172,521,0,543720.3078668064,0.0,0.06437120410762728,0.010185443175134683,-0.009103278948782436,0.04027464536391333,0.6,0
7,103,1125,572,0,597904.482621917,0.0,0.07123234195580824,0.007970456993383732,-0.017299199866420117,0.02503751563358757,0.6,0
8,124,1043,633,0,648478.1425736723,0.0,0.07986267725894462,0.007970456993383732,-0.02024455659450468,0.016345131399058233,0.6,0
9,126,1002,672,0,705250.8838466624,0.0,0.08306405760473232,0.015279823269513012,-0.030490694243080756,0.004686022793160629,0.6,0
10,122,956,722,0,769797.8545399886,0.0,0.08200561287366291,0.015279823269513012,-0.04035981069921064,-0.024678095234408167,0.6,0
11,132,915,753,0,831105.3511403111,0.0,0.09101488533460238,0.015279823269513012,-0.037785252697930594,-0.032210614735030646,0.6,0
12,152,865,783,0,899553.0129023537,0.0,0.11787674218318833,0.010740113863671078,-0.016599380285394687,-0.018653044485748838,0.6,0
13,200,829,771,0,954330.955863837,0.0,0.12212671357384404,0.00331369661266587,-0.008159712677584264,-0.014028012961336407,0.6,0
14,232,809,759,0,1016155.4917797017,0.0,0.12491010130192332,-0.01135739755882436,-0.003972887594593673,-0.012944024759935913,0.6,0
15,272,782,746,0,1079944.4712439396,0.0,0.11873891449943114,-0.019771397291696243,-0.006816232376478489,-0.019023640849155782,0.6,0
16,297,766,737,0,1151087.392996426,0.0,0.12316477292464673,-0.029411764705884448,0.00031371980890598924,-0.016122301034113763,0.6,0
17,315,770,715,0,1227003.5729071882,0.0,0.12218813816217793,-0.03956159710277316,0.004386349654855146,-0.009770351181982467,0.6,0
18,357,739,704,0,1309983.9415785377,0.0,0.12014202512975122,-0.03689636462289725,0.0075089384667941525,-0.017088638234013156,0.6,0
19,406,717,677,0,1395783.8091823715,0.0,0.11365596362324938,-0.03689636462289725,0.015283514901005045,-0.024377839652800718,0.6,0
20,456,686,658,0,1496204.1541012083,0.0,0.10661585677721662,-0.031429950477980265,0.011837565514643565,-0.0277910851512355,0.6,0
21,492,672,636,0,1608822.3147120494,0.0,0.09311708351087235,-0.02586310237353057,0.0022229745336339777,-0.03670534259524484,0.6,0
22,527,656,617,0,1728743.4839275824,0.0,0.0915772746124989,-0.02586310237353057,0.002159889121956259,-0.023202579152617114,0.6,0
23,547,645,608,0,1862200.3109749223,0.0,0.09401139541154106,-0.01431891509956038,0.0006364144981749661,-0.018702731979220375,0.6,0
24,583,622,595,0,2017116.6978804956,0.0,0.08835101314399998,-0.01431891509956038,0.00023104099130385648,-0.017795332352366657,0.6,0
25,607,613,580,0,2176066.386691409,0.0,0.08466366264471764,-0.01004874682048649,-0.0035300336847979177,-0.017693769469174968,0.6,0
26,634,595,571,0,2370238.5403192593,0.0,0.08547424353216634,-0.01004874682048649,-0.003006928238683519,-0.011485513474505783,0.6,0
27,663,578,559,0,2578841.20897935,0.0,0.08444688606336526,-0.005510131532172582,0.00011383974782428567,-0.016362492133417984,0.6,0
28,689,567,544,0,2833822.727228012,0.0,0.09052236043943916,-0.0006256998842589338,0.0017809703077202976,0.01092143906020558,0.6,0
29,741,538,521,0,3064304.3147905157,0.0,0.08599026202032951,-0.0006256998842589338,-0.005315144615781003,0.02328884423531388,0.6,0
30,764,526,510,0,3342898.962203034,0.0,0.08201712221025376,-0.0006256998842589338,-0.006809568690314586,0.02112293155147533,0.6,0
31,772,528,500,0,3650080.2659886265,0.0,0.074917459222416,-0.0006256998842589338,-0.007508167281202699,0.007266307734649556,0.6,0
32,801,517,482,0,3971527.193117643,0.0,0.07177020868954197,-0.0006256998842589338,-0.006338211459419331,0.012265244609320942,0.6,0
